epoch,accuracy,loss,val_accuracy,val_loss
0,0.22424568235874176,3.734079599380493,0.1628086417913437,4.802694320678711
1,0.5617457032203674,1.7805277109146118,0.5216049551963806,2.073296546936035
2,0.753125011920929,0.9065727591514587,0.5887345671653748,1.9844474792480469
3,0.8551723957061768,0.5045055150985718,0.6558641791343689,1.9350041151046753
4,0.9011853337287903,0.336880087852478,0.6319444179534912,2.303354263305664
5,0.9161638021469116,0.28470221161842346,0.6620370149612427,2.2980942726135254
6,0.9247844815254211,0.24733637273311615,0.6404321193695068,2.6521594524383545
